"","Watershed","Year","WY","Month","Day","NO3 (ueq/L)","SO4 (ueq/L)","DOC (mg/L)","Discharge (L/sec)","Specific Conductance (us/cm)","ANC"
"5905","WB",2006,2006,1,20,64.1,148,NA,6.455,NA,"-9.0"
"5906","EB",2006,2006,1,25,0.8,75,1.5,2.152,"20.3","0.9"
"5907","WB",2006,2006,1,25,53.9,145,1.3,2.633,"35.6","-11.8"
"5908","EB",2006,2006,1,25,0.7,76,NA,2.18,"20.1",NA
"5909","WB",2006,2006,1,25,53.3,147,NA,2.633,NA,"-11.2"
"5910","WB",2006,2006,3,8,36.4,137,1.2,0.623,"32.0","-6.7"
"5911","WB",2006,2006,3,10,NA,NA,NA,0.934,NA,"-7.5"
"5912","WB",2006,2006,3,10,NA,NA,NA,0.934,NA,"-6.1"
"5913","EB",2006,2006,3,10,20.6,85,1.8,2.038,"27.8","5.4"
"5914","WB",2006,2006,3,10,48.6,137,1.6,1.274,"37.6","-7.5"
"5915","EB",2006,2006,3,11,8.9,80,1.5,1.727,"23.3","5.2"
"5916","WB",2006,2006,3,13,44.8,131,1.4,1.246,"32.8","-5.7"
"5917","EB",2006,2006,3,13,4.1,80,1.3,1.387,"22.1","6.8"
"5918","EB",2006,2006,3,13,4.1,80,NA,1.472,"22.1",NA
"5919","EB",2006,2006,3,14,5.4,75,2.4,7.615,"21.0","2.9"
"5920","WB",2006,2006,3,14,43.6,124,1.9,6.455,"31.2","-7.4"
"5921","EB",2006,2006,3,15,4.9,66,1.6,NA,"21.3","2.6"
"5922","WB",2006,2006,3,15,63.4,135,1.6,NA,"35.5","-8.7"
"5923","EB",2006,2006,3,17,2.8,79,1.5,1.585,"21.3","1.0"
"5924","WB",2006,2006,3,17,58,134,1.2,1.529,"34.3","-8.7"
"5925","WB",2006,2006,3,20,54.8,138,1.2,1.189,"35.1","-7.8"
"5926","EB",2006,2006,3,20,2.2,83,1.5,0.934,"22.5","5.0"
"5927","EB",2006,2006,3,20,2.2,82,NA,0.963,NA,NA
"5928","EB",2006,2006,3,24,1.5,79,1.4,0.736,"21.0","3.4"
"5929","WB",2006,2006,3,24,47.6,132,1.4,0.849,"33.2","-6.1"
"5930","WB",2006,2006,3,27,47.4,136,1.3,0.849,"33.9","-6.7"
"5931","EB",2006,2006,3,27,0.2,84,1.6,0.764,"21.4","3.9"
"5932","EB",2006,2006,4,2,1.4,82,1.6,NA,"22.2","7.0"
"5933","WB",2006,2006,4,2,44.1,134,1.6,NA,"33.3","-3.2"
"5934","EB",2006,2006,4,5,1.7,79,1.7,3.001,"21.7","5.9"
"5935","WB",2006,2006,4,5,54.3,135,1.6,2.746,"34.6","-3.3"
"5936","EB",2006,2006,4,6,1.9,82,1.5,2.803,"22.1","6.8"
"5937","WB",2006,2006,4,6,60,135,1.4,2.463,"35.6","-5.4"
"5938","EB",2006,2006,4,6,1.9,79,NA,2.774,NA,"6.7"
"5939","WB",2006,2006,4,6,59.4,134,NA,2.52,NA,NA
"5940","WB",2006,2006,4,6,60,137,NA,2.52,NA,NA
"5941","WB",2006,2006,4,6,60.2,137,NA,2.52,NA,NA
"5942","EB",2006,2006,4,8,3.3,74,1.9,NA,"20.9","5.3"
"5943","WB",2006,2006,4,8,66.3,140,1.7,NA,"35.8","-5.4"
"5944","EB",2006,2006,4,9,1.4,76,1.6,NA,"20.4","5.4"
"5945","WB",2006,2006,4,9,77.8,148,1.7,NA,"38.2","-5.7"
"5946","EB",2006,2006,4,11,1.3,77,1.6,2.718,"21.0","15.1"
"5947","WB",2006,2006,4,11,71,146,1.6,2.689,"39.0","-6.8"
"5948","EB",2006,2006,4,11,1.3,77,NA,2.689,"21.3",NA
"5949","EB",2006,2006,4,15,0.8,79,1.7,3.312,"21.3","4.6"
"5950","WB",2006,2006,4,15,65.9,144,1.5,3.624,"37.3","-7.3"
"5951","EB",2006,2006,4,16,0.8,77,1.6,NA,"21.0","4.6"
"5952","WB",2006,2006,4,16,77.1,149,1.6,NA,"40.0","-8.3"
"5953","EB",2006,2006,4,19,0.5,78,1.5,3.114,"21.2","5.7"
"5954","WB",2006,2006,4,19,72.1,151,1.3,3.68,"39.7","-5.9"
"5955","WB",2006,2006,5,9,41.4,155,1.2,1.755,"37.3","-6.6"
"5956","EB",2006,2006,5,9,0.2,84,1.6,1.415,"22.4","5.8"
"5957","WB",2006,2006,5,23,45,151,1.5,3.907,"37.4","-8.7"
"5958","WB",2006,2006,5,23,45,151,1.5,3.907,"37.6","-9.4"
"5959","EB",2006,2006,5,23,0.05,79,1.8,3.397,"20.7","2.6"
"5960","EB",2006,2006,5,25,0.05,78,1.8,2.18,"21.3","7.7"
"5961","WB",2006,2006,6,4,28,138,2.8,33.151,"34.3","-6.8"
"5962","WB",2006,2006,6,4,33,138,3,77.513,"34.5","-9.6"
"5963","WB",2006,2006,6,5,39,143,2.5,NA,"35.6","-10.6"
"5964","EB",2006,2006,6,6,0.05,73,2.1,6.964,"19.5","3.2"
"5965","WB",2006,2006,6,6,37,145,1.7,8.153,"39.4","-7.2"
"5966","WB",2006,2006,6,8,39,148,2.5,30.32,"36.2","-10.3"
"5967","WB",2006,2006,6,9,43,152,2.3,NA,"37.0","-10.1"
"5968","WB",2006,2006,6,10,42,139,2.5,60.357,"35.0","-11.3"
"5969","WB",2006,2006,6,10,41,143,3.4,116.864,"34.8","-12.7"
"5970","WB",2006,2006,6,10,57,152,2.5,27.829,"38.2","-11.8"
"5971","WB",2006,2006,6,13,42,150,1.8,5.577,"36.6","-9.8"
"5972","EB",2006,2006,6,13,0.05,76,2.2,4.53,"18.9","5.3"
"5973","WB",2006,2006,6,14,33,134,3.9,20.383,"32.4","-11.9"
"5974","WB",2006,2006,6,15,48,148,2.5,27.404,"35.8","-13.4"
"5975","WB",2006,2006,6,21,17,150,1.7,2.01,"33.2","-7.3"
"5976","EB",2006,2006,6,21,0.05,77,2.1,1.387,"19.4","6.9"
"5977","WB",2006,2006,7,12,1,150,1.6,0.51,"30.9","-10.0"
"5978","EB",2006,2006,7,12,0.05,82,2,0.283,"22.2","9.0"
"5979","WB",2006,2006,7,12,NA,NA,NA,0.425,NA,"-9.2"
"5980","EB",2006,2006,7,14,NA,NA,NA,0.51,NA,"11.3"
"5981","WB",2006,2006,7,14,NA,NA,NA,0.538,NA,"-9.0"
"5982","EB",2006,2006,7,22,0.05,79,2.2,1.812,"20.2","16.1"
"5983","WB",2006,2006,7,23,10,139,3.8,NA,"29.2","-3.2"
"5984","WB",2006,2006,7,23,10,144,3.2,26.526,"30.2","-4.3"
"5985","EB",2006,2006,7,23,0.2,74,3.1,14.495,"17.4","10.0"
"5986","EB",2006,2006,7,28,0.05,79,2,1.331,"19.2","15.4"
"5987","EB",2006,2006,7,29,0.05,75,2.4,7.87,"17.8","12.7"
"5988","WB",2006,2006,8,2,1.8,156,1.5,1.699,"31.2","-5.5"
"5989","EB",2006,2006,8,2,0.05,80,1.8,2.265,"19.2","15.0"
"5990","WB",2006,2006,8,15,2.3,150,1.4,0.991,"30.0","-1.2"
"5991","EB",2006,2006,8,15,0.05,81,1.5,0.481,"20.5","17.9"
"5992","EB",2006,2006,8,29,0.05,87,1.6,0.481,"21.0","21.8"
"5993","WB",2006,2006,8,29,1.4,155,1.3,0.793,"29.3","1.7"
"5994","EB",2006,2006,9,12,0.05,87,1.6,0.51,NA,"20.8"
"5995","WB",2006,2006,9,12,0.9,152,1.5,0.736,NA,"1.6"
"5996","EB",2006,2007,10,3,0.05,89,1.5,0.538,NA,"28.0"
"5997","WB",2006,2007,10,3,0.05,154,1.4,0.623,NA,"5.1"
"5998","EB",2006,2007,10,21,0.3,76,4.6,NA,NA,"10.7"
"5999","WB",2006,2007,10,21,21,159,4,NA,NA,"-2.9"
"6000","EB",2006,2007,10,21,0.5,76,3.9,37.086,NA,"8.6"
"6001","WB",2006,2007,10,21,27,170,2.7,27.999,NA,"-3.2"
"6002","EB",2006,2007,10,24,0.05,83,2.1,5.52,NA,"9.5"
"6003","WB",2006,2007,10,24,20,169,1.7,5.407,NA,"-2.2"
"6004","EB",2006,2007,10,28,0.7,75,4,27.291,NA,"8.1"
"6005","WB",2006,2007,10,28,20,158,2.7,22.506,NA,"-4.6"
"6006","EB",2006,2007,10,28,0.05,72,3.8,42.182,NA,"7.6"
"6007","WB",2006,2007,10,28,23,155,2.5,39.917,NA,"-5.7"
"6008","EB",2006,2007,10,29,0.6,65,7.2,NA,NA,"4.9"
"6009","WB",2006,2007,10,29,27,158,3.7,NA,NA,"-9.2"
"6010","EB",2006,2007,10,29,0.4,70,4.6,98.377,NA,"3.1"
"6011","WB",2006,2007,10,29,33,166,3.6,105.257,NA,"-10.4"
"6012","EB",2006,2007,10,29,0.3,71,4,53.817,NA,"3.4"
"6013","WB",2006,2007,10,29,35,167,3,61.772,NA,"-9.3"
"6014","EB",2006,2007,10,29,0.6,73,3.6,40.766,NA,"3.4"
"6015","WB",2006,2007,10,29,35,166,2.9,46.966,NA,"-9.7"
"6016","EB",2006,2007,10,29,0.3,73,3.5,31.849,NA,"3.2"
"6017","WB",2006,2007,10,29,35,166,2.6,37.171,NA,"-8.5"
"6018","WB",2006,2007,10,29,35,165,2.5,30.801,NA,"-8.0"
"6019","EB",2006,2007,10,31,0.05,81,2.1,4.558,NA,"7.1"
"6020","WB",2006,2007,10,31,31,164,1.9,4.983,NA,"-4.3"
"6021","WB",2006,2007,11,14,43,157,2.5,26.215,NA,"-9.4"
"6022","WB",2006,2007,11,14,43,155,2.2,34.255,NA,"-9.7"
"6023","WB",2006,2007,11,14,39,149,2.9,77.286,NA,"-11.2"
"6024","WB",2006,2007,11,14,42,140,4,265.548,NA,"-10.3"
"6025","WB",2006,2007,11,14,47,148,3.3,145.513,NA,"-13.8"
"6026","WB",2006,2007,11,14,47,149,3.3,112.674,NA,NA
"6027","WB",2006,2007,11,14,48,151,3,80.967,NA,"-14.4"
"6028","EB",2006,2007,11,15,0.05,74,2.6,20.015,NA,"3.1"
"6029","WB",2006,2007,11,15,48,154,2.2,21.969,NA,"-9.8"
"6030","EB",2006,2007,11,17,0.05,71,3.2,46.995,NA,"1.5"
"6031","WB",2006,2007,11,17,48,152,2.8,42.182,NA,"-13.2"
"6032","EB",2006,2007,11,28,0.2,82,2.1,1.812,NA,"8.9"
"6033","WB",2006,2007,11,28,37,151,1.4,2.236,NA,"-4.1"
"6034","EB",2006,2007,12,12,0.6,83,1.5,1.925,NA,"8.9"
"6035","WB",2006,2007,12,12,42,148,1.5,1.925,NA,"-4.9"
"6036","EB",2006,2007,12,26,1,78,1.5,4.671,NA,"6.0"
"6037","WB",2006,2007,12,26,60,151,1.3,4.586,NA,"-6.4"
"6038","EB",2007,2007,1,9,1.6,76,1.8,10.277,NA,"3.7"
"6039","WB",2007,2007,1,9,72,155,1.5,11.834,NA,"-7.4"
"6040","EB",2007,2007,1,24,1.9,82,1.3,1.585,NA,"9.8"
"6041","WB",2007,2007,1,24,55,147,1.2,1.727,NA,"-2.5"
"6042","EB",2007,2007,3,13,6.6,81,1.2,1.415,NA,"17.7"
"6043","WB",2007,2007,3,13,49,127,1.1,1.132,NA,"0.9"
"6044","EB",2007,2007,3,15,12.2,69,1.8,24.177,NA,"4.8"
"6045","WB",2007,2007,3,15,72,140,1.3,19.364,NA,"-2.1"
"6046","EB",2007,2007,3,16,8.1,74,1.5,5.775,NA,"7.1"
"6047","WB",2007,2007,3,16,80,151,1.4,4.869,NA,"-7.4"
"6048","WB",2007,2007,3,17,46,106,2.6,49.543,NA,"-6.4"
"6049","EB",2007,2007,3,17,9,54,3.3,241.484,NA,"3.0"
"6050","WB",2007,2007,3,17,67,166,3.2,207.229,NA,"-10.4"
"6051","EB",2007,2007,3,17,11,58,3.3,149.76,NA,"0.9"
"6052","WB",2007,2007,3,17,64,157,2.9,156.837,NA,"-11.3"
"6053","EB",2007,2007,3,18,10.5,61,2.6,NA,NA,"-1.0"
"6054","WB",2007,2007,3,18,66,157,2.4,NA,NA,"-9.7"
"6055","EB",2007,2007,3,18,8.6,67,2.3,15.089,NA,"1.3"
"6056","WB",2007,2007,3,18,73,157,1.9,17.269,NA,"-8.0"
"6057","EB",2007,2007,3,20,5.4,74,1.5,4.275,NA,"6.7"
"6058","WB",2007,2007,3,20,78,150,1.4,4.162,NA,"-9.5"
"6059","WB",2007,2007,4,3,65,148,1.2,2.803,NA,"-2.0"
"6060","EB",2007,2007,4,3,1.9,78,1.4,2.321,NA,"9.0"
"6061","EB",2007,2007,4,17,2.9,63,2.3,54.355,NA,"4.2"
"6062","WB",2007,2007,4,18,59,144,2,NA,NA,"-8.2"
"6063","EB",2007,2007,4,19,1.8,70,2,10.475,NA,"5.8"
"6064","WB",2007,2007,4,19,62,147,1.6,13.447,NA,"-6.4"
"6065","EB",2007,2007,4,21,1.7,67,2.1,44.73,NA,"2.5"
"6066","WB",2007,2007,4,21,62,160,1.9,38.502,NA,"-9.3"
"6067","EB",2007,2007,5,2,0.4,76,1.9,5.322,NA,"6.0"
"6068","WB",2007,2007,5,2,59,155,1.5,5.86,NA,"-6.6"
"6069","EB",2007,2007,5,8,0.2,82,2.1,1.727,NA,"7.2"
"6070","WB",2007,2007,5,8,44,152,1.4,2.265,NA,"-5.3"
"6071","EB",2007,2007,5,22,0.05,80,1.6,3.737,NA,"5.0"
"6072","WB",2007,2007,5,22,50,153,1.3,3.992,NA,"-9.0"
"6073","EB",2007,2007,6,5,0.05,77,2.2,10.248,NA,"8.2"
"6074","WB",2007,2007,6,5,30,154,1.6,9.229,NA,"-6.1"
"6075","EB",2007,2007,7,10,0.05,82,1.7,0.51,NA,"21.5"
"6076","WB",2007,2007,7,10,1.7,148,1.7,0.708,NA,"0.2"
"6077","EB",2007,2007,8,9,0.05,85,1.7,0.255,NA,"24.3"
"6078","WB",2007,2007,8,9,0.05,148,1.4,0.368,NA,"3.2"
"6079","EB",2007,2008,10,31,0.05,82,1.6,0.821,NA,"19.0"
"6080","WB",2007,2008,10,31,0.4,163,1.5,1.076,NA,"4.4"
"6081","EB",2007,2008,11,3,0.05,69,4.6,37.652,NA,"12.5"
"6082","WB",2007,2008,11,3,12,149,3.1,33.406,NA,"0.0"
"6083","EB",2007,2008,11,4,0.05,65,5,9.71,NA,"8.2"
"6084","WB",2007,2008,11,4,26,176,3,10.984,NA,"-10.0"
"6085","EB",2007,2008,11,4,0.05,65,4.6,61.15,NA,"7.8"
"6086","WB",2007,2008,11,4,27,182,2.9,67.378,NA,"-10.3"
"6087","EB",2007,2008,11,4,0.05,64,4.5,60.867,NA,"6.2"
"6088","WB",2007,2008,11,4,26,180,3,67.661,NA,"-11.3"
"6089","WB",2007,2008,11,4,27,181,2.5,50.675,NA,"-9.1"
"6090","EB",2007,2008,11,4,0.05,66,3.5,25.847,NA,"6.4"
"6091","EB",2007,2008,11,6,0.05,74,2.1,3.878,NA,"10.0"
"6092","WB",2007,2008,11,6,21,169,1.7,3.935,NA,"-4.6"
"6093","EB",2007,2008,11,27,0.05,73,2.2,18.232,NA,"5.7"
"6094","WB",2007,2008,11,27,46,167,1.9,15.995,NA,"-7.0"
"6095","EB",2007,2008,12,18,0.3,82,1.4,1.161,NA,"11.3"
"6096","WB",2007,2008,12,18,40,148,1.1,1.387,NA,"-4.5"
"6097","EB",2008,2008,1,8,0.05,72,2,8.521,NA,"6.5"
"6098","WB",2008,2008,1,8,42,143,1.6,3.595,NA,"-3.6"
"6099","EB",2008,2008,2,11,0.05,78,1.7,1.416,NA,"8.2"
"6100","WB",2008,2008,2,11,52,154,1.3,1.585,NA,"-5.0"
"6101","EB",2008,2008,2,14,2,63,3,66.812,NA,"2.6"
"6102","EB",2008,2008,2,14,1.2,66,2.3,28.876,NA,"1.7"
"6103","EB",2008,2008,2,18,2.9,60,2.4,40.2,NA,"3.2"
"6104","EB",2008,2008,2,18,2.5,61,2.8,102.765,NA,"1.8"
"6105","EB",2008,2008,2,18,1.6,64,2.4,77.286,NA,"0.8"
"6106","EB",2008,2008,2,28,0.05,76,2,2.551,NA,"7.9"
"6107","WB",2008,2008,2,28,52,159,1.7,2.18,NA,"-3.9"
"6108","EB",2008,2008,3,12,0.05,70,1.5,4.586,NA,"4.4"
"6109","WB",2008,2008,3,12,57,159,1.2,4.388,NA,"-7.1"
"6110","EB",2008,2008,3,25,0.05,77,1.5,1.585,NA,"7.4"
"6111","WB",2008,2008,3,25,47,152,1.6,1.699,NA,"-4.4"
"6112","EB",2008,2008,4,1,2.4,74,1.7,3.312,NA,"5.5"
"6113","WB",2008,2008,4,1,42,141,1.6,2.35,NA,"-5.8"
"6114","EB",2008,2008,4,15,0.05,70,1.7,7.785,NA,"3.1"
"6115","WB",2008,2008,4,15,58,163,1.8,8.408,NA,"-4.8"
"6116","EB",2008,2008,4,22,0.05,72,1.7,3.171,NA,"5.4"
"6117","WB",2008,2008,4,22,46,163,1.6,4.303,NA,"-5.2"
"6118","WB",2008,2008,4,29,40,140,3.9,59.734,NA,"-11.0"
"6119","WB",2008,2008,4,29,50,154,3.4,137.87,NA,"-12.0"
"6120","WB",2008,2008,4,30,55,159,2.1,39.917,NA,"-11.0"
"6121","EB",2008,2008,4,30,0.05,66,2.2,22.79,NA,"1.9"
"6122","WB",2008,2008,4,30,57,160,2.1,28.282,NA,"-8.5"
"6123","WB",2008,2008,4,30,57,160,2.1,15.91,NA,"-10.0"
"6124","WB",2008,2008,4,30,51,158,2.7,13.362,NA,"-13.0"
"6125","EB",2008,2008,5,13,0.05,78,1.7,1.444,NA,"8.9"
"6126","WB",2008,2008,5,13,29,153,1.4,2.208,NA,"-4.0"
"6127","EB",2008,2008,5,19,0.05,80,1.5,1.132,NA,"9.6"
"6128","WB",2008,2008,5,19,19,154,1.4,1.953,NA,"-4.0"
"6129","EB",2008,2008,6,3,0.05,80,1.8,1.274,NA,"12.0"
"6130","WB",2008,2008,6,3,8.3,151,1.3,1.274,NA,"-0.5"
"6131","EB",2008,2008,8,3,0.05,63,5.2,37.369,NA,"15.0"
"6132","WB",2008,2008,8,3,6.5,156,6.8,38.219,NA,"-8.5"
"6133","EB",2008,2008,8,3,0.05,65,3.9,30.858,NA,"9.8"
"6134","WB",2008,2008,8,3,11,175,2.8,38.219,NA,"-12.0"
"6135","EB",2008,2008,8,5,0.05,70,2.6,8.691,NA,"8.6"
"6136","WB",2008,2008,8,5,8.8,172,2.1,8.521,NA,"-10.0"
"6137","EB",2008,2008,8,19,0.05,74,2,0.51,NA,"15.0"
"6138","WB",2008,2008,8,19,0.05,163,1.7,0.679,NA,"-5.3"
"6139","EB",2008,2008,9,6,0.05,61,4.9,0.028,NA,"6.6"
"6140","WB",2008,2008,9,6,16,153,4.1,0.142,NA,"-2.5"
"6141","EB",2008,2008,9,6,0.05,56,5.9,0.028,NA,"15.0"
"6142","WB",2008,2008,9,6,17,160,3.6,0.142,NA,"-6.1"
"6143","EB",2008,2008,9,6,0.05,61,4.6,0.028,NA,"10.0"
"6144","WB",2008,2008,9,6,18,175,3.3,0.142,NA,"-9.9"
"6145","EB",2008,2008,9,6,16,62,4.2,0.028,NA,"6.0"
"6146","WB",2008,2008,9,6,16,174,2.9,0.142,NA,"-13.0"
"6147","EB",2008,2008,9,8,0.05,70,2.8,7.559,NA,"7.3"
"6148","WB",2008,2008,9,8,7.6,173,2.3,7.078,NA,"-9.8"
"6149","EB",2008,2008,9,23,0.05,79,1.7,0.453,NA,"16.0"
"6150","WB",2008,2008,9,23,0.05,169,1.3,0.821,NA,"-4.0"
"6151","WB",2008,2008,9,28,12,149,4.6,25.762,NA,NA
"6152","WB",2008,2008,9,28,18,151,5.9,66.529,NA,NA
"6153","EB",2008,2008,9,28,0.05,52,6.1,254.507,NA,NA
"6154","EB",2008,2008,9,28,0.05,53,6.1,328.396,NA,NA
"6155","WB",2008,2008,9,28,27,158,4.7,190.809,NA,NA
"6156","EB",2008,2008,9,28,0.05,60,4.8,109.843,NA,NA
"6157","WB",2008,2008,9,28,23,160,3.7,52.94,NA,NA
"6158","EB",2008,2008,9,28,0.05,54,6.1,46.712,NA,NA
"6159","EB",2008,2008,9,29,0.05,65,3.4,30.575,NA,NA
"6160","EB",2008,2008,9,29,0.05,66,3.1,26.753,NA,"4.3"
"6161","WB",2008,2008,9,29,21,164,2.6,18.741,NA,"-11.0"
"6162","EB",2008,2009,10,21,0.05,80,2.1,0.791,NA,"14.0"
"6163","WB",2008,2009,10,21,3.3,160,1.8,1.088,NA,"-3.4"
"6164","EB",2008,2009,11,11,0.05,72,1.6,4.075,NA,"7.9"
"6165","WB",2008,2009,11,11,21,169,1.5,4.115,NA,"-3.9"
"6166","EB",2008,2009,11,25,0.05,73,1.8,1.934,NA,"5.8"
"6167","WB",2008,2009,11,25,27,156,1.4,3.764,NA,"-6.1"
"6168","EB",2008,2009,12,9,0.05,70,1.5,2.484,NA,"6.0"
"6169","WB",2008,2009,12,9,33,152,1.2,4.785,NA,"-4.2"
"6170","EB",2009,2009,3,9,1.4,71,1.3,3.017,NA,"7.1"
"6171","WB",2009,2009,3,9,63,146,1.1,2.411,NA,"-7.0"
"6172","WB",2009,2009,3,24,53,149,0.9,2.144,NA,"-3.0"
"6173","EB",2009,2009,3,24,0.05,72,1.2,2.425,NA,"8.3"
"6174","WB",2009,2009,4,7,42,149,2,62.215,NA,"-13.0"
"6175","EB",2009,2009,4,7,0.05,61,2.4,45.082,NA,"-2.0"
"6176","EB",2009,2009,4,26,0.05,69,1.8,4.359,NA,"4.9"
"6177","WB",2009,2009,4,26,37,160,1.6,4.035,NA,"-7.5"
"6178","EB",2009,2009,5,19,0.05,71,1.6,3.726,NA,"18.0"
"6179","WB",2009,2009,5,19,20,157,1.5,2.919,NA,"-6.5"
"6180","EB",2009,2009,6,9,0.05,76,1.6,0.624,NA,"8.2"
"6181","WB",2009,2009,6,9,2.3,157,1.3,0.733,NA,"-2.5"
"6182","EB",2009,2009,6,25,0.05,69,1.8,6.467,NA,"9.8"
"6183","WB",2009,2009,6,25,9.1,162,1.6,6.31,NA,"-7.1"
"6184","EB",2009,2009,7,14,0.05,71,1.7,2.063,NA,"14.7"
"6185","WB",2009,2009,7,14,1.8,160,1.5,2.31,NA,"-4.6"
"6186","WB",2009,2009,7,28,0.05,157,1.4,2.063,NA,"-2.8"
"6187","EB",2009,2009,7,28,0.05,71,1.6,2.396,NA,"15.0"
"6188","EB",2009,2009,9,1,0.05,72,2,1.833,NA,"18.2"
"6189","WB",2009,2009,9,1,1.5,161,1.4,1.76,NA,"-3.1"
"6190","EB",2009,2009,9,15,0.05,72,1.6,0.358,NA,"28.6"
"6191","WB",2009,2009,9,15,1,148,1.5,0.852,NA,"-0.5"
"6192","EB",2009,2009,9,29,0.05,72,1.9,1.76,NA,"29.0"
"6193","WB",2009,2009,9,29,0.05,145,1.6,1.238,NA,"-1.2"
"6194","WB",2009,2010,10,15,3.6,166,1.4,2.435,NA,"-3.1"
"6195","EB",2009,2010,10,15,0.05,72,1.8,2.435,NA,"15.2"
"6196","EB",2009,2010,10,24,0.05,62,4.5,35.104,NA,"8.8"
"6197","WB",2009,2010,10,24,21,161,4.8,40.483,NA,"-8.0"
"6198","EB",2009,2010,10,25,0.05,60,4.2,61.716,NA,"4.2"
"6199","WB",2009,2010,10,25,25,164,3.1,66.812,NA,"-9.9"
"6200","EB",2009,2010,10,25,0.05,61,3.7,41.899,NA,"3.8"
"6201","EB",2009,2010,10,25,0.05,59,4.2,12.315,NA,"6.0"
"6202","WB",2009,2010,10,25,24,164,3,13.617,NA,"-9.9"
"6203","EB",2009,2010,10,27,0.05,68,2,4.926,NA,"8.4"
"6204","WB",2009,2010,10,27,20,166,1.7,5.181,NA,"-4.6"
"6205","EB",2009,2010,11,10,0.05,75,1.6,1.246,NA,"22.5"
"6206","WB",2009,2010,11,10,10,156,1.3,1.585,NA,"0.7"
"6207","EB",2009,2010,11,15,0.05,59,3.9,63.131,NA,"10.0"
"6208","WB",2009,2010,11,15,15,132,4.3,53.223,NA,"-5.1"
"6209","EB",2009,2010,11,15,0.05,58,4.2,67.661,NA,"8.5"
"6210","WB",2009,2010,11,15,25,146,3,58.036,NA,"-6.3"
"6211","EB",2009,2010,11,15,0.05,54,4.6,123.149,NA,"7.9"
"6212","WB",2009,2010,11,15,25,141,3.1,99.085,NA,"-5.7"
"6213","EB",2009,2010,11,15,1.4,56,4.3,82.948,NA,"4.6"
"6214","WB",2009,2010,11,15,27,147,3.4,86.912,NA,NA
"6215","EB",2009,2010,11,15,0.05,59,3.4,41.616,NA,"5.5"
"6216","WB",2009,2010,11,15,28,150,2.8,37.652,NA,"-7.8"
"6217","EB",2009,2010,11,23,0.05,72,1.6,4.813,NA,"11.6"
"6218","WB",2009,2010,11,23,23,155,1.4,3.029,NA,"-2.5"
"6219","EB",2009,2010,12,17,0.05,76,1.4,4.445,NA,"12.0"
"6220","WB",2009,2010,12,17,35,152,1.2,2.774,NA,"-5.7"
"6221","EB",2010,2010,1,12,0.05,72,1.3,3.256,NA,"13.8"
"6222","WB",2010,2010,1,12,34,146,1.1,1.359,NA,"-2.5"
"6223","EB",2010,2010,2,3,0.05,70,1.4,2.152,NA,"13.7"
"6224","WB",2010,2010,2,3,45,146,1.2,2.944,NA,"-1.3"
"6225","EB",2010,2010,3,2,0.05,66,1.4,3.992,NA,"5.5"
"6226","WB",2010,2010,3,2,55,148,1.2,3.765,NA,"-5.5"
"6227","EB",2010,2010,4,4,0.05,63,1.7,4.331,NA,"7.7"
"6228","WB",2010,2010,4,4,40,146,1.5,4.983,NA,"-5.5"
"6229","EB",2010,2010,4,20,0.05,69,1.4,1.953,NA,"9.4"
"6230","WB",2010,2010,4,20,26,148,1.2,2.435,NA,"-5.5"
"6231","WB",2010,2010,5,3,17,148,1.4,1.727,NA,"-1.0"
"6232","EB",2010,2010,5,3,0.05,70,1.5,1.614,NA,"15.1"
"6233","EB",2010,2010,5,18,0.05,74,1.5,0.623,NA,"21.7"
"6234","WB",2010,2010,5,18,6.2,154,1.4,0.708,NA,"1.8"
"6235","EB",2010,2010,6,2,0.05,72,1.6,0.396,NA,"29.3"
"6236","WB",2010,2010,6,2,2,145,1.2,0.566,NA,"3.8"
"6237","EB",2010,2010,6,15,0.05,70,1.5,0.595,NA,"26.0"
"6238","WB",2010,2010,6,15,1.7,150,1.3,0.679,NA,"2.0"
"6239","EB",2010,2010,6,30,0.05,71,1.6,0.368,NA,"37.2"
"6240","WB",2010,2010,6,30,0.05,146,1.5,0.566,NA,"5.5"
"6241","EB",2010,2011,10,1,0.05,85,2.4,0.991,NA,NA
"6242","WB",2010,2011,10,1,0.05,125,3.8,0.708,NA,"25.3"
"6243","EB",2010,2011,10,1,0.05,58,4.3,0.991,NA,NA
"6244","WB",2010,2011,10,1,1.1,120,4,0.708,NA,"7.6"
"6245","EB",2010,2011,10,2,0.05,63,2.2,1.812,NA,NA
"6246","WB",2010,2011,10,2,0.05,134,2.1,1.076,NA,"5.6"
"6247","EB",2010,2011,10,15,0.05,82,2.8,0.144,NA,"35.2"
"6248","WB",2010,2011,10,15,0.05,139,2.6,9.625,NA,"14.2"
"6249","EB",2010,2011,10,15,0.05,83,2,0.399,NA,"30.4"
"6250","WB",2010,2011,10,15,0.05,130,2.6,9.625,NA,"19.0"
"6251","EB",2010,2011,10,15,0.05,58,4.3,22.554,NA,"18.1"
"6252","WB",2010,2011,10,15,1.6,122,3.8,9.625,NA,"11.1"
"6253","EB",2010,2011,10,15,0.05,55,3.9,39.469,NA,NA
"6254","WB",2010,2011,10,15,29,152,2.6,9.625,NA,NA
"6255","EB",2010,2011,10,15,0.05,54,3.4,27.933,NA,NA
"6256","WB",2010,2011,10,15,30,161,2.3,9.625,NA,NA
