Site,Watershed,ISCO Number,Record Type,Year,WY,Month,Day,Hour,Season,Julian Day,Running Day of Project,Ca flag,Ca (ueq/L),NMCa (ueq/L),Mg flag,Mg (ueq/L),NMMg (ueq/L),K flag,K (ueq/L),NMK (ueq/L),Na flag,Na (ueq/L),NMNa (ueq/L),Si flag,Si (mg/L),NH4 flag,NH4 (ueq/L),Al flag,Al (ppb),Al-Org flag,Al-Org (PPB),Total N flag,Total N (ppm),Cl flag,Cl (ueq/L),SO4 flag,SO4 (ueq/L),NMSO4 (ueq/L),NO3 flag,NO3 (ueq/L),DOC flag,DOC (mg/L),DIC flag,DIC (mg/L),ANC (ueq/L),Closed-cell pH,Air-equilibrated pH,Specific Conductance (us/cm),Discharge (L/sec),Initial pH,H+ (ueq/L),HCO3 (ueq/L),Unequilibrated pH (older samples),Apparent color flag,Apparent Color (PCU),True color flag,True color (PCU),Total P flag,Total P (ppb),Field Temp (degrees C),Comment,SUVA
WB3,WB,,REG,1987,1987,7,28,12,SUMMER,209.5,574.5,,90,87,,32,17,,3.1,2,,100,33,,2.9,Half DL,1.4,,62,,44,,,,78,,101,93,Half DL,0.05,,1.1,,,36.6,5.99,6.66,26.3,,,0.22,,,<RL,3,<RL,3,,,12,,
EB3,EB,,REG,1987,1987,8,4,10,SUMMER,216.4,581.42,,106,103,,30,15,,2.6,1,,94,31,,1.9,Half DL,1.4,,63,,52,,,,73,,110,102,Half DL,0.05,,1.7,,0.6,39.6,6.26,6.65,26.8,,,0.22,21.9,,<RL,5,<RL,4,,,13,,
WB3,WB,,REG,1987,1987,8,4,10,SUMMER,216.4,581.42,,87,84,,32,18,,3.3,2,,97,34,,2.7,<RL,3.32,,60,,48,,,,74,,101,93,Half DL,0.05,,1.3,,0.6,33.8,6.03,6.72,25.1,,,0.19,15.8,,<RL,4,<RL,4,,,13,,
EB3,EB,,REG,1987,1987,8,11,10,SUMMER,223.4,588.42,,123,120,,36,21,,3.1,2,,102,36,,2.3,Half DL,1.4,,44,,34,,,,77,,114,106,Half DL,0.05,,1.3,,1.2,64.6,6.29,6.74,31,,,0.18,45.6,,<RL,4,<RL,4,,,14,,
WB3,WB,,REG,1987,1987,8,11,11,SUMMER,223.5,588.46,,90,87,,35,19,,3.3,2,,101,34,,2.7,Half DL,1.4,,50,,37,,,,78,,103,95,Half DL,0.05,,1.3,,1.5,40.9,5.91,6.56,28.2,,,0.28,32.3,,<RL,3,<RL,4,,,13,,
WB3,WB,,REG,1987,1987,8,18,10,SUMMER,230.4,595.42,,101,98,,36,20,,3.3,2,,110,39,,3.3,Half DL,1.4,,56,,37,,,,82,,99,91,Half DL,0.05,,1.2,,,56.8,5.85,6.81,27.9,,,0.15,,,,7,<RL,4,,,17,,
WB3,WB,,REG,1987,1987,8,25,11,SUMMER,237,602,,103,100,,39,22,,3.1,1,,105,33,,3.3,<RL,3.32,,54,,36,,,,84,,96,87,Half DL,0.05,,2.3,,,54.5,5.91,6.89,25.1,,,0.13,,,,14,<RL,3,,,17,,
WB3,WB,,REG,1987,1987,9,1,12,FALL,244.5,609.5,,106,103,,42,26,,2.8,1,,109,38,,3.3,Half DL,1.4,,56,,35,,,,83,,97,88,,1,,1.7,,1.8,65.9,6.03,6.97,31.6,,,0.11,47.3,,,6,<RL,5,,,13,,
WB3,WB,,DUP,1987,1987,9,8,12,FALL,251.5,616.5,,109,106,,40,24,,2.3,1,,109,36,,3.2,Half DL,1.4,,40,,24,,,,85,,96,87,Half DL,0.05,,,,2.1,71.4,5.91,7.19,27.6,,,0.06,45.3,,<RL,3,<RL,2,,,14,,
WB3,WB,,REG,1987,1987,9,8,12,FALL,251.5,616.5,,108,105,,39,23,,2.6,1,,109,36,,3.2,Half DL,1.4,,40,,30,,,,85,,94,85,Half DL,0.05,,1.4,,2,70.3,5.92,7.16,28.6,,,0.07,43.9,,<RL,4,<RL,2,,,14,,
WB3,WB,,REG,1987,1987,9,15,12,FALL,258.5,623.5,,91,88,,35,20,,3.6,2,,102,34,,2.6,Half DL,1.4,,61,,41,,,,79,,102,94,Half DL,0.05,,1.7,,1,44.1,5.99,6.77,28.4,,,0.17,24.6,,<RL,4,<RL,4,,,13,,
EB3,EB,,REG,1987,1987,9,15,15,FALL,258.6,623.6,,131,128,,40,24,,4.9,3,,105,33,,2.2,Half DL,1.4,,36,,27,,,,84,,114,105,Half DL,0.05,,1.8,,0.9,76.8,6.52,7.1,31.1,,,0.08,44,,<RL,4,,6,,,14,,
EB3,EB,,REG,1987,1987,9,22,10,FALL,265.4,630.42,,71,69,,21,10,,3.3,2,,70,25,,1.4,Half DL,1.4,,215,,124,,,,52,,102,97,Half DL,0.05,,2.9,<RL,0.1,6.5,5.39,5.43,17.6,,,3.72,0.79,,,7,<RL,5,,,10,,
WB3,WB,,REG,1987,1987,9,22,14,FALL,265.6,630.58,,79,77,,26,15,,4.9,4,,75,27,,1.6,Half DL,1.4,,128,,79,,,,56,,112,106,Half DL,0.05,,2.6,<RL,0.4,12.9,5.69,6.07,20.7,,,0.85,5.79,,,6,<RL,4,,,10,,
WB3,WB,,REG,1987,1987,9,29,11,FALL,272.5,637.46,,89,86,,31,17,,4.3,3,,90,30,,2.4,Half DL,1.4,,61,,44,,,,71,,108,101,Half DL,0.05,,1.9,,0.6,24.9,5.99,6.51,25.6,,,0.31,14.8,,<RL,3,<RL,2,,,10,,
EB3,EB,,DUP,1987,1987,9,29,12,FALL,272.5,637.5,,96,94,,28,14,,3.1,2,,89,28,,2,Half DL,1.4,,72,,53,,,,71,,113,106,Half DL,0.05,,,,0.5,23.9,6.1,6.48,26.2,,,0.33,14.6,,,6,<RL,5,,,12,,
EB3,EB,,REG,1987,1987,9,29,12,FALL,272.5,637.5,,96,94,,28,14,,2.8,1,,89,28,,2,Half DL,1.4,,73,,56,,,,71,,117,110,Half DL,0.05,,2.1,,0.5,24.2,6.11,6.47,25.3,,,0.34,14.8,,<RL,5,<RL,5,,,12,,
EB3,EB,,REG,1987,1988,10,6,11,FALL,279,644,,82,79,,26,12,,3.6,2,,83,23,,1.7,Half DL,1.4,,102,,66,,,,70,,107,100,Half DL,0.05,,2,<RL,0.2,13.8,5.82,6.08,26.1,,,0.83,3.68,,<RL,4,,6,,,11,,
WB3,WB,,DUP,1987,1988,10,6,11,FALL,279,644,,85,82,,30,16,,5.9,5,,88,26,,1.9,Half DL,1.4,,74,,48,,,,73,,119,111,Half DL,0.05,,,<RL,0.4,23.5,6.04,6.48,27.6,,,0.33,10.7,,<RL,5,<RL,4,,,10,,
WB3,WB,,REG,1987,1988,10,6,11,FALL,279,644,,86,84,,31,17,,5.6,4,,89,27,,2,Half DL,1.4,,74,,52,,,,72,,118,111,Half DL,0.05,,1.8,,0.5,22.4,6,6.48,27.5,,,0.33,12.5,,<RL,4,,6,,,10,,
EB3,EB,,REG,1987,1988,10,13,11,FALL,286,651,,83,81,,26,12,,4.3,3,,86,23,,1.7,Half DL,1.4,,108,,62,,,,73,,107,99,Half DL,0.05,,1.8,<RL,0.2,14.2,5.79,6.11,25.5,,,0.78,3.49,,<RL,4,<RL,4,,,7,,
WB3,WB,,DUP,1987,1988,10,13,11,FALL,286,651,,83,80,,29,15,,5.4,4,,87,25,,1.9,Half DL,1.4,,67,,44,,,,72,,112,105,Half DL,0.05,,,,,18.7,5.96,6.38,25.5,,,0.42,,,<RL,3,<RL,4,,,8,,
WB3,WB,,REG,1987,1988,10,13,11,FALL,286,651,,86,83,,30,16,,5.9,5,,90,29,,2,Half DL,1.4,,70,,49,,,,72,,113,106,,1,,1.5,<RL,0.3,18.6,5.95,6.34,25.5,,,0.46,6.92,,<RL,3,<RL,3,,,8,,
EB3,EB,,REG,1987,1988,10,20,11,FALL,293,658,,89,87,,28,14,,4.6,3,,90,26,,1.9,Half DL,1.4,,79,,59,,,,74,,109,101,Half DL,0.05,,2.4,<RL,0.4,22.6,6.1,6.38,25.7,,,0.42,11.7,,<RL,4,<RL,3,,,9,,
EB3,EB,,REP,1987,1988,10,20,11,FALL,293,658,,90,87,,28,13,,4.3,3,,90,26,,1.9,Half DL,1.4,,84,,57,,,,75,,110,102,Half DL,0.05,,,,,,6.06,6.38,25.5,,,0.42,,,<RL,4,<RL,3,,,9,,
WB3,WB,,DUP,1987,1988,10,20,11,FALL,293,658,,85,82,,30,15,,5.9,4,,94,29,,2.4,Half DL,1.4,,40,,40,,,,76,,109,101,Half DL,0.05,,,<RL,0.4,23.8,6.16,6.45,26.6,,,0.35,12.8,,<RL,3,<RL,4,,,9,,
WB3,WB,,REG,1987,1988,10,20,11,FALL,293,658,,85,83,,30,16,,5.9,4,,94,30,,2.3,Half DL,1.4,,46,,38,,,,75,,113,105,Half DL,0.05,,1.5,<RL,0.3,22.2,6.09,6.39,26.5,,,0.41,8.64,,<RL,4,<RL,5,,,9,,
EB3,EB,,REG,1987,1988,10,28,10,FALL,301.4,666.42,,88,85,,30,15,,8.2,7,,92,27,,1.8,Half DL,1.4,,109,,70,,,,76,,112,104,Half DL,0.05,,2,,,19.9,6,6.25,25.3,,,0.56,,,,6,,10,,,8,,
WB3,WB,,REG,1987,1988,10,28,10,FALL,301.4,666.42,,84,81,,32,17,,8.7,7,,96,27,,2.2,Half DL,1.4,,54,,41,,,,80,,110,102,Half DL,0.05,,1.6,,,23.9,5.98,6.5,26,,,0.32,,,,7,,6,,,7,,
WB3,WB,,REP,1987,1988,10,28,10,FALL,301.4,666.42,,84,81,,33,17,,8.9,7,,95,27,,2.2,,,,52,,39,,,,80,,108,100,Half DL,0.05,,,,,23.9,6.15,6.43,26.6,,,0.37,,,,7,,7,,,7,,
WB3,WB,,REG,1987,1988,11,4,12,FALL,308.5,673.5,,86,83,,32,17,,6.6,5,,93,27,,2.2,Half DL,1.4,,53,,36,,,,77,,110,102,Half DL,0.05,,1.3,,,19.5,6.07,6.48,27.4,,,0.33,,,<RL,4,<RL,5,,,8,,
WB3,WB,,REP,1987,1988,11,4,12,FALL,308.5,673.5,,85,82,,32,17,,6.6,5,,93,27,,2.2,,,,55,,41,,,,77,,113,105,Half DL,0.05,,,,,23,6.13,6.49,26.6,,,0.32,,,<RL,4,<RL,5,,,8,,
EB3,EB,,REG,1987,1988,11,4,13,FALL,308.5,673.54,,86,83,,28,13,,4.9,3,,89,24,,1.8,Half DL,1.4,,92,,60,,,,76,,107,99,Half DL,0.05,,1.5,,,14,5.84,6.21,25.9,,,0.62,,,<RL,5,,6,,,8,,
EB3,EB,,DUP,1987,1988,11,4,14,FALL,308.6,673.58,,86,83,,28,12,,4.9,3,,89,20,,1.8,Half DL,1.4,,99,,54,,,,80,,111,103,Half DL,0.05,,,,0.7,11.7,5.94,6.19,26.2,,,0.65,15.9,,<RL,3,,6,,,8,,
WB3,WB,,REG,1987,1988,11,10,10,FALL,314.4,679.42,,84,82,,33,19,,6.4,5,,93,29,,2.3,Half DL,1.4,,50,,41,,,,74,,112,104,,1.1,,1.3,,1,23.9,6.06,6.42,26.8,,,0.38,27.5,,<RL,4,<RL,5,,,3,,
EB3,EB,,REG,1987,1988,11,10,12,FALL,314.5,679.5,,87,84,,30,14,,4.6,3,,90,22,,1.9,Half DL,1.4,,94,,63,,,,79,,110,102,Half DL,0.05,,1.4,,0.5,18.7,5.97,6.24,26,,,0.58,11.9,,<RL,3,<RL,3,,,4,,
WB3,WB,,DUP,1987,1988,11,17,12,FALL,321.5,686.5,,84,81,,33,18,,6.4,5,,91,24,,2.5,Half DL,1.4,,47,,36,,,,78,,106,98,,1.3,,,,0.7,22.4,6.03,6.42,25.6,,,0.38,18.4,,<RL,2,<RL,2,,,5,,
WB3,WB,,REG,1987,1988,11,17,12,FALL,321.5,686.5,,82,80,,32,18,,5.9,4,,91,27,,2.5,Half DL,1.4,,52,,38,,,,74,,108,100,,2.1,,1.1,,0.7,22.2,5.91,6.45,25.8,,,0.35,15.1,,<RL,4,<RL,2,,,5,,
EB3,EB,,REG,1987,1988,11,17,13,FALL,321.5,686.54,,86,83,,29,14,,4.1,3,,87,22,,2,Half DL,1.4,,95,,62,,,,76,,108,100,<RL,0.7,,1.4,,0.5,17,5.94,6.24,25.6,,,0.58,11.3,,<RL,3,<RL,3,,,4,,
EB3,EB,,REP,1987,1988,11,17,13,FALL,321.5,686.54,,86,83,,29,14,,4.1,3,,87,22,,1.9,Half DL,1.4,,99,,63,,,,76,,105,97,,1,,,,0.5,16.5,6.1,6.23,25.5,,,0.59,14.6,,<RL,3,<RL,4,,,4,,
EB3,EB,,REG,1987,1988,11,23,12,FALL,327.5,692.5,,85,82,,29,13,,3.8,2,,87,18,,1.9,Half DL,1.4,,112,,60,,,,80,,94,86,,1.1,,1.4,,0.5,16.2,5.83,6.09,25.8,,,0.81,9.37,,<RL,2,<RL,5,,,2,,
WB3,WB,,REG,1987,1988,11,23,12,FALL,327.5,692.5,,86,83,,34,19,,6.1,5,,90,24,,2.3,Half DL,1.4,,50,,40,,,,77,,108,100,,3,,1.4,,0.6,17.8,5.97,6.39,26.5,,,0.41,14.3,,<RL,2,<RL,4,,,2,,
EB3,EB,,REG,1987,1988,12,1,8,WINTER,335.3,700.33,,72,69,,26,10,,10,8,,73,4,,1.4,Half DL,1.4,,289,,168,,,,80,,94,86,,10.2,,3.3,<RL,0.2,-1,5.1,5.11,25.8,,,7.76,0.85,,,14,,8,,,5,,
WB3,WB,,DUP,1987,1988,12,1,11,WINTER,335.5,700.46,,81,78,,27,13,,11.8,10,,75,11,,1.7,Half DL,1.4,,241,,131,,,,74,,105,97,,10.3,,,<RL,0.3,2.2,5.24,5.28,27,,,5.25,1.74,,,11,,8,,,4,,
WB3,WB,,REG,1987,1988,12,1,11,WINTER,335.5,700.46,,82,79,,28,13,,12.3,11,,77,11,,1.7,Half DL,1.4,,242,,136,,,,77,,104,96,,6.5,,2.8,<RL,0.3,2.9,5.24,5.25,26.9,,,5.62,1.74,,,8,,8,,,4,,
EB3,EB,,REP,1987,1988,12,1,12,WINTER,335.5,700.5,,72,69,,26,10,,10,8,,73,4,,,,,,290,,161,,,,80,,94,86,,10.1,,,<RL,0.2,-0.9,5.09,5.15,25.8,,,7.08,0.84,,,14,,9,,,5,,
EB3,EB,,REG,1987,1988,12,8,10,WINTER,342.4,707.42,,84,81,,28,13,,4.9,3,,82,15,,1.9,Half DL,1.4,,121,,68,,,,78,,103,95,,3.1,,1.7,<RL,0.4,11.9,5.75,5.94,25.3,,,1.15,6.48,,<RL,3,<RL,5,,,2,,
WB3,WB,,REG,1987,1988,12,8,11,WINTER,342.5,707.46,,87,84,,31,16,,6.6,5,,86,20,,2.4,Half DL,1.4,,76,,48,,,,77,,106,98,,4.9,,1.5,,0.5,13.4,5.87,6.09,26.2,,,0.81,10.1,,<RL,2,<RL,5,,,2,,
WB3,WB,,REG,1987,1988,12,15,10,WINTER,349.4,714.42,,86,83,,32,17,,6.9,5,,88,21,,2.4,Half DL,1.4,,65,,40,,,,79,,108,100,,6.2,,1.3,,0.6,15.7,5.97,6.35,26.4,,,0.45,14.3,,<RL,2,<RL,2,,,1,,
WB3,WB,,REP,1987,1988,12,15,10,WINTER,349.4,714.42,,86,,,32,,,6.9,,,88,,,,,,,66,,40,,,,,,,,,,,,,0.6,15.6,5.98,6.3,26.8,,,0.5,14.5,,<RL,2,<RL,2,,,1,,
EB3,EB,,DUP,1987,1988,12,15,11,WINTER,349.5,714.46,,86,83,,30,15,,5.1,4,,84,19,,1.9,Half DL,1.4,,121,,62,,,,76,,105,97,,5,,,,0.5,12.6,5.81,6.04,26,,,0.91,9.04,,<RL,2,<RL,2,,,1,,
EB3,EB,,REG,1987,1988,12,15,11,WINTER,349.5,714.46,,87,84,,30,14,,5.9,4,,85,17,,1.9,Half DL,1.4,,124,,66,,,,79,,107,99,,5,,1.3,,0.6,11.7,5.89,6.12,26,,,0.76,12.5,,<RL,3,<RL,3,,,1,,
EB3,EB,,REG,1987,1988,12,21,13,WINTER,355.5,720.54,,88,85,,30,15,,5.4,4,,87,22,,1.9,Half DL,1.4,,92,,72,,,,75,,105,97,,5.4,,1.3,,0.6,14.9,5.83,6.18,23.8,,,0.66,11.2,,<RL,3,<RL,2,,,2,,
EB3,EB,,REP,1987,1988,12,21,13,WINTER,355.5,720.54,,88,85,,30,15,,5.6,4,,87,22,,1.9,Half DL,1.4,,85,,71,,,,75,,106,98,,5.4,,,,0.6,14.9,5.89,6.19,24.8,,,0.65,12.5,,<RL,2,<RL,2,,,2,,
WB3,WB,,REG,1987,1988,12,21,13,WINTER,355.5,720.54,,83,81,,32,18,,6.1,5,,87,23,,2.5,Half DL,1.4,,52,,46,,,,74,,104,96,,6.2,,1.1,,0.6,15.6,6,6.33,24.9,,,0.47,15,,<RL,4,<RL,3,,,2,,
WB3,WB,,REG,1987,1988,12,29,12,WINTER,363.5,728.5,,87,84,,33,18,,6.1,5,,90,24,,2.6,Half DL,1.4,,54,,44,,,,78,,105,97,,6.6,,1.3,,0.7,17.5,5.84,6.31,27,,,0.49,13.4,,<RL,5,<RL,5,,,1,,
WB3,WB,,REP,1987,1988,12,29,12,WINTER,363.5,728.5,,87,84,,33,18,,6.1,5,,91,23,,2.6,Half DL,1.4,,54,,41,,,,79,,105,97,,6.6,,,,0.7,17.4,5.98,6.34,26.8,,,0.46,17,,<RL,5,<RL,5,,,1,,
EB3,EB,,DUP,1987,1988,12,29,13,WINTER,363.5,728.54,,91,88,,30,16,,4.6,3,,87,22,,2,Half DL,1.4,,106,,69,,,,76,,103,95,,6,,,,0.6,16,5.89,6.28,26.8,,,0.52,12.5,,<RL,2,<RL,2,,,1,,
EB3,EB,,REG,1987,1988,12,29,13,WINTER,363.5,728.54,,91,88,,30,16,,4.9,3,,87,22,,2.1,Half DL,1.4,,92,,68,,,,76,,107,99,,6.2,,1.4,,0.9,15.6,5.89,6.22,26.1,,,0.6,18.7,,<RL,2,<RL,2,,,1,,
WB3,WB,,REG,1988,1988,1,4,24,WINTER,5,735,,83,80,,33,19,,5.1,4,,87,24,,2.6,Half DL,1.4,,49,,40,,,,73,,98,90,,7.4,,1,,0.6,19.8,5.98,6.37,25.3,,,0.43,14.5,,<RL,5,<RL,2,,,0,,
EB3,EB,,REG,1988,1988,1,5,15,WINTER,5.6,735.6,,94,91,,31,17,,4.1,3,,86,22,,2,Half DL,1.4,,88,,66,,,,74,,106,98,,6.1,,1.4,,0.5,20.4,6.07,6.37,26.5,,,0.43,14,,<RL,2,<RL,2,,,1,,
EB3,EB,,REG,1988,1988,1,11,24,WINTER,12,742,,103,100,,35,19,,9.5,8,,92,25,,2.1,Half DL,1.4,,66,,44,,,,78,,106,98,,6.4,,2,,0.6,27.1,6.03,6.52,28.4,,,0.3,15.8,,<RL,2,<RL,3,,,1,,
EB3,EB,,REP,1988,1988,1,12,13,WINTER,12.54,742.54,,103,100,,35,19,,9.5,8,,93,25,,2.1,Half DL,1.4,,71,,50,,,,79,,107,99,,6.7,,,,,27.8,,6.53,28.9,,,0.3,,,<RL,2,<RL,3,,,1,,
WB3,WB,,DUP,1988,1988,1,12,14,WINTER,12.58,742.58,,80,77,,34,19,,6.6,5,,90,24,,2.7,Half DL,1.4,,43,,43,,,,77,,102,94,,5.6,,1.1,,0.7,20.4,5.94,6.4,27.1,,,0.4,15.9,,<RL,4,<RL,4,,,1,,
WB3,WB,,REG,1988,1988,1,12,14,WINTER,12.58,742.58,,81,78,,35,19,,7.7,6,,91,24,,2.7,Half DL,1.4,,43,,38,,,,78,,102,94,,6.5,,1.1,,0.6,20.8,5.87,6.4,27.4,,,0.4,12.1,,<RL,4,<RL,4,,,1,,
EB3,EB,,REG,1988,1988,1,18,24,WINTER,19,749,,89,86,,32,17,,5.4,4,,87,22,,1.8,Half DL,1.4,,109,,63,,,,76,,106,98,,18.9,,1.2,<RL,0.4,9.9,5.66,5.96,28.8,,,1.1,6.02,,<RL,2,<RL,4,,,2,,
EB3,EB,,REP,1988,1988,1,19,10,WINTER,19.42,749.42,,91,88,,32,17,,5.4,4,,88,22,,1.9,Half DL,1.4,,106,,62,,,,77,,106,98,,18.8,,,,,11,S,5.99,29.2,,,1.02,,,<RL,2,,7,,,2,,
WB3,WB,,REG,1988,1988,1,19,11,WINTER,19.46,749.46,,89,86,,35,21,,6.6,5,,90,25,,2.3,Half DL,1.4,,46,,40,,,,76,,102,94,,14.7,,1,,0.5,17.8,6.04,6.3,29.3,,,0.5,14.4,,<RL,2,<RL,4,,,2,,
WB3,WB,,REG,1988,1988,1,26,24,WINTER,27,757,,84,81,,35,20,,6.4,5,,90,24,,2.4,Half DL,1.4,,39,,34,,,,77,,101,93,,7.6,<RL,0.9,,1.1,22.2,5.94,6.39,30.2,,,0.41,24,,<RL,2,<RL,2,,,0,,
EB3,EB,,REG,1988,1988,1,27,11,WINTER,27.46,757.46,,96,93,,33,18,,5.1,4,,89,24,,1.9,Half DL,1.4,,77,,47,,,,76,,108,100,,10.6,,1.1,,0.6,23.1,6.13,6.39,30.9,,,0.41,17.4,,<RL,3,<RL,3,,,0,,
EB3,EB,,REP,1988,1988,1,27,11,WINTER,27.46,757.46,,97,94,,33,18,,5.1,4,,89,24,,1.9,Half DL,1.4,,78,,45,,,,75,,107,99,,10.6,,,,,23,S,6.38,M,,,0.42,,,<RL,4,<RL,3,,,0,,
WB3,WB,,REG,1988,1988,2,2,10,WINTER,33.42,763.42,,86,84,,34,21,,6.6,5,,83,24,,2,Half DL,1.4,,52,,52,,,,68,,99,92,,14.4,,1.2,,0.6,21.2,5.92,6.34,26.7,,,0.46,13.2,,<RL,5,<RL,3,,,0,,
EB3,EB,,REG,1988,1988,2,2,12,WINTER,33.5,763.5,,82,80,,29,16,,5.6,4,,80,23,,1.6,Half DL,1.4,,139,,80,,,,67,,102,95,,24.5,,1.7,<RL,0.4,4.3,5.45,5.58,27.1,,,2.63,3.51,,<RL,5,<RL,4,,,0,,
WB3,WB,,REG,1988,1988,2,8,24,WINTER,40,770,,87,84,,33,18,,5.9,4,,85,20,,2.2,Half DL,1.4,,48,,36,,,,76,,103,95,,9.7,,1.4,,0.5,17.4,5.81,6.31,22.3,,,0.49,9.41,,<RL,3,,,,,1,,
EB3,EB,,DUP,1988,1988,2,9,11,WINTER,40.46,770.46,,92,90,,28,14,,4.9,4,,83,23,,1.9,Half DL,1.4,,99,,56,,,,70,,105,98,,12.1,,1.5,,0.5,11.9,M,6.13,22.1,,,0.74,,,<RL,3,,,,,1,,
EB3,EB,,REG,1988,1988,2,9,11,WINTER,40.46,770.46,,90,88,,29,15,,4.9,4,,84,22,,1.9,Half DL,1.4,,95,,56,,,,72,,107,100,,13,,2,,0.5,13.2,5.72,6.09,21.2,,,0.81,7.82,,<RL,2,,,,,1,,
WB3,WB,,REP,1988,1988,2,9,22,WINTER,40.92,770.92,,87,84,,30,15,,5.9,4,,84,20,,2.3,Half DL,1.4,,46,,38,,,,75,,103,95,,9.6,,,,,17.8,S,6.31,22.8,,,0.49,,,<RL,3,,,,,1,,
EB3,EB,,REG,1988,1988,2,15,24,WINTER,47,777,,85,83,,30,16,,4.9,4,,81,21,,1.7,Half DL,1.4,,108,,65,,,,70,,100,93,,16.6,,1.9,,0.5,13.9,5.53,5.86,25.7,,,1.38,5.61,,<RL,3,,,,,1,,
WB3,WB,,REG,1988,1988,2,16,14,WINTER,47.58,777.58,,91,88,,34,20,,6.1,5,,84,22,,2,Half DL,1.4,,48,,39,,,,72,,100,93,,14,,1.2,,0.6,22,5.81,6.28,26,,,0.52,9.95,,<RL,2,,,,,2,,
WB3,WB,,REG,1988,1988,2,22,24,WINTER,54,784,,87,85,,31,17,,6.4,5,,84,20,,1.9,Half DL,1.4,,61,,43,,,,74,,109,101,,13,,1.3,<RL,0.4,13.4,5.83,6,27.6,,,1,7.87,,<RL,2,,,,,3,,
WB3,WB,,DUP,1988,1988,2,23,10,WINTER,54.42,784.42,,88,85,,31,17,,6.6,5,,84,22,,1.9,Half DL,1.4,,62,,36,,,,72,,109,102,,14.1,,1.5,,0.5,13,5.78,5.96,27.6,,,1.1,7.71,,<RL,2,,,,,3,,
EB3,EB,,REG,1988,1988,2,23,11,WINTER,54.46,784.46,,82,79,,27,14,,4.9,4,,79,21,,1.6,Half DL,1.4,,123,,57,,,,68,,104,97,,16.7,,1.7,,0.5,8.4,5.59,5.68,26.5,,,2.09,5.37,,<RL,3,,,,,2,,
EB3,EB,,REP,1988,1988,2,23,11,WINTER,54.46,784.46,,82,80,,27,14,,4.6,3,,80,21,,1.6,Half DL,1.4,,123,,56,,,,68,,105,98,,18.6,,,,,17.4,S,5.71,26.5,,,1.95,,,<RL,2,,,,,2,,
EB3,EB,,REG,1988,1988,3,0,24,SPRING,61,791,,85,83,,30,17,,5.1,4,,83,22,,1.8,Half DL,1.4,,111,,56,,,,71,,99,92,,8.4,,1.3,,0.5,11.4,5.61,5.82,23.4,,,1.51,5.83,,<RL,2,,,,,1,,
WB3,WB,,REG,1988,1988,3,1,10,SPRING,61.42,791.42,,86,83,,32,18,,6.6,5,,87,24,,2.2,Half DL,1.4,,47,,35,,,,73,,107,99,,9.1,,1.1,,0.5,13.9,5.76,6.24,24.2,,,0.58,8.75,,<RL,3,,,,,3,,
EB3,EB,,REG,1988,1988,3,7,24,SPRING,68,798,,87,85,,30,16,,5.1,4,,86,23,,1.9,Half DL,1.4,,100,,67,,,,73,,105,97,,9.4,,1.4,,0.5,14,5.8,6.03,26.4,,,0.93,9.42,,<RL,3,,,,,1,,
EB3,EB,,DUP,1988,1988,3,8,10,SPRING,68.42,798.42,,88,86,,30,16,,5.1,4,,87,25,,1.9,Half DL,1.4,,95,,75,,,,72,,106,99,,9.7,,1.3,,0.5,14.4,5.89,6.13,26.8,,,0.74,11,,<RL,2,,,,,1,,
WB3,WB,,REG,1988,1988,3,8,10,SPRING,68.42,798.42,,84,82,,33,19,,6.4,5,,90,26,,2.3,Half DL,1.4,,52,,42,,,,74,,105,97,,9.7,,1.1,,0.6,16.6,5.83,6.25,26.5,,,0.56,10.9,,<RL,3,,,,,2,,
WB3,WB,,REP,1988,1988,3,8,10,SPRING,68.42,798.42,,85,82,,33,19,,6.4,5,,89,26,,2.3,Half DL,1.4,,51,,38,,,,74,,105,97,,9.3,,,,,16.9,S,6.2,26.4,,,0.63,,,<RL,3,,,,,2,,
EB8,EB,,REG,1988,1988,3,15,10,SPRING,75.42,805.42,,87,84,,30,15,,4.9,3,,86,23,,1.9,Half DL,1.4,,76,,44,,,,74,,106,98,,10.8,,1.3,,0.6,11.4,M,5.95,28.6,1.047,,1.12,,,<RL,3,,,,,3,,
EB3,EB,,REG,1988,1988,3,15,11,SPRING,75.46,805.46,,90,88,,30,15,,5.1,4,,87,23,,1.9,Half DL,1.4,,92,,57,,,,74,,105,97,,11.6,,1.3,,0.5,14.4,M,6.06,30.4,1.047,,0.87,,,<RL,4,,,,,1,,
EB3,EB,,REP,1988,1988,3,15,11,SPRING,75.46,805.46,,90,87,,30,16,,4.9,3,,87,24,,1.9,Half DL,1.4,,92,,56,,,,73,,104,96,,11.6,,,,,15.3,S,6.07,30.1,1.047,,0.85,,,<RL,4,,,,,1,,
WB3,WB,,REG,1988,1988,3,15,14,SPRING,75.58,805.58,,85,83,,33,19,,6.1,5,,89,25,,2.4,Half DL,1.4,,57,,37,,,,74,,106,98,,9.8,,1,,0.6,18.4,M,6.2,28.7,1.076,,0.63,,,<RL,2,,,,,1,,
WB3,WB,,DUP,1988,1988,3,22,10,SPRING,82.42,812.42,,89,86,,35,19,,6.4,5,,90,22,,2.3,Half DL,1.4,,49,,34,,,,80,,105,97,,7.8,,1.1,,0.8,18.2,5.94,6.32,28.8,1.699,,0.48,17.2,,<RL,5,,,,,1,,
